"year","month","year.met","tmin","tmax","rads","relh","prec","wspd","es","ea","VPD","RET","prec.days","prec.max","prec.gt.12","prec.gt.25","prec.gt.50","prec.gt.76","prec.gt.101","aet","srunoff","drainage"
1974,1,1989,-6.58709681418634,1.70322580875889,59.2345160207441,78.2838713122952,15.599999666214,5.33548384328042,0.559898976080771,0.312249778830343,0.247649197250428,20.9834423496558,6,4.09999990463257,0,0,0,0,0,0.053693481181608,0.019958633345167,0.679779291241052
1974,2,1989,-14.9214285952704,-4.38571422440665,110.932856968471,73.3882137026106,14.6999998688698,4.90000001873289,0.337870786850765,0.152913519121657,0.184957267729108,17.5567758406944,10,6.59999990463257,0,0,0,0,0,0.0887832285415626,0.00817701812117975,0.694374713011115
1974,3,1989,-6.16774199470397,4.06774190548928,128.840645328645,75.858710135183,42.9999993443489,4.88387096312738,0.693310507351877,0.334809663099688,0.358500844252188,37.228416183588,9,15.6999998092651,1,0,0,0,0,0.178667366321281,0.0565107946740787,0.724925374374887
1974,4,1989,0.163333384195964,13.8666667143504,161.804333305359,63.3850008646647,43.0000004172325,4.79666668574015,1.1593571063501,0.417922290644289,0.74143481570581,75.6523471776407,10,20.1000003814697,1,0,0,0,0,0.684694527558493,0.0515819348963013,0.725286956689533
1974,5,1989,6.40967735552019,20.3645162505488,188.642903235651,60.5951609457693,43.6999994516373,4.32580644084561,1.77472733487409,0.643822197354095,1.13090513751999,110.199353738139,11,14.6999998092651,1,0,0,0,0,1.23973390543438,0.0443807664187086,0.695696351395265
1974,6,1989,11.6133334000905,25.8133333206177,217.086665980021,75.8404332478841,42.5999994874001,3.66333332061768,2.41516367471188,1.05881256610021,1.35635110861168,113.991707865619,7,9.69999980926514,0,0,0,0,0,1.94050015077628,0.043838125854932,0.650266025812297
1974,7,1989,15.9967740581882,28.7838708816036,194.826126836961,78.3728706605973,126.300000429153,3.44516129647532,2.95760449523174,1.4514806251386,1.50612387009315,116.332644840446,10,44.7000007629395,4,1,0,0,0,2.85321387015715,0.23706469294331,0.599746277595378
1974,8,1989,14.0258063654746,26.6193548633206,184.690646017751,83.6927746188256,164.100001633167,3.62903224268267,2.58588840501982,1.37707165745461,1.20881674756521,94.8366093155043,11,57.7000007629395,5,2,1,0,0,2.6652269572825,0.609687773935123,0.574423117572062
1974,9,1989,7.84666664997737,21.8599999427795,156.402999369303,79.9102001190186,22.799999833107,3.35333336591721,1.90550081938862,0.924566427114111,0.980934392274509,68.0640417682285,6,6.59999990463257,0,0,0,0,0,1.59990663860986,0.0366648640195951,0.634908064546982
1974,10,1989,3.54516123571704,17.3096774316603,119.545483435354,75.4249994831701,47.9000000357628,4.27096772963001,1.48534101978019,0.634813332776412,0.850527687003782,53.5547302538886,9,18,2,0,0,0,0,0.823749407809444,0.0531303294643069,0.563504796097609
1974,11,1989,-4.42333329916,5.59333325624466,82.9813323974609,81.3583662668864,24.9999999403954,4.85999998251597,0.729171333897891,0.394958732856044,0.334212601041847,22.3339129745845,8,10.6999998092651,0,0,0,0,0,0.105448557222154,0.0245717595471609,0.576281880787268
1974,12,1989,-14.6129031373608,-5.21290330348476,61.3899999433948,77.6300004528415,6.70000004768372,4.80967743935124,0.35105394084661,0.179952022298666,0.171101918547944,12.4505031110293,8,1,0,0,0,0,0,0.00731528295394182,0.000925814251066635,0.589073737462961
