"year","month","prec.days","prec.max","prec.gt.12","prec.gt.25","prec.gt.50","prec.gt.76","tmin","tmax","rads","relh","prec","wspd","VPD","es","ea","RET"
1986,7,10,26.7,4,2,0,0,17.3258064516129,28.4225806451613,253.202942402204,67.7377079748608,109.7,3.01887193548387,0.970609415057577,2.99158384683458,2.020974431777,154.574152281378
1986,8,8,57.9,2,2,1,0,12.0290322580645,24.3709677419355,226.661087238507,63.2339179700971,111.3,2.87700883870968,0.834203700136284,2.27175812282393,1.43755442268764,128.047914801317
1986,9,14,38.6,6,3,0,0,11.6133333333333,21.3066666666667,150.759972118295,70.2837155987163,173.2,3.161411,0.596084872219979,2.02311224076945,1.42702736854947,84.664303233528
1986,10,13,24.6,1,0,0,0,4.51290322580645,15.1,102.229111390712,66.4753378731367,47.1,3.597275,0.452877003717371,1.32278899623755,0.869911992520182,63.4863410849181
1986,11,9,7.9,0,0,0,0,-5.57,4.62,68.4592027974521,64.7448382561363,26.3,4.02529627204301,0.236456332426037,0.664999365451851,0.428543033025814,35.2901046188233
1986,12,7,3.8,0,0,0,0,-7.0258064516129,-0.196774193548387,34.3435299153635,75.2341954484261,17.7,3.83260190322581,0.113573985444398,0.501805752087352,0.388231766642954,19.9822009771704
1987,1,10,6.6,0,0,0,0,-9.29032258064516,-1.18387096774194,49.1649026154261,70.4597028122193,17.5,3.94368593548387,0.1273502820068,0.464226883297784,0.336876601290983,22.3518582474526
1987,2,4,13,1,0,0,0,-6.62857142857143,4.88214285714286,98.7312822836645,60.5124926170993,15.8,3.96648214285714,0.251334838435527,0.630674639242853,0.379339800807327,38.4008366567886
1987,3,9,12.7,0,0,0,0,-2.69354838709677,8.37096774193548,133.435852738141,63.9347738082093,50.6,4.19816525806452,0.34501314588028,0.867423821859167,0.522410675978887,61.4497043730456
1987,4,8,30.7,2,1,0,0,2.88333333333333,17.0033333333333,216.031032553783,56.8381291264863,62.5,4.4629959,0.63778324995399,1.4386355099859,0.800852260031914,109.970996892666
1987,5,15,24.1,2,0,0,0,9.32903225806452,22.6096774193548,243.460061826856,60.5923945169032,99,3.84463412903226,0.822520916843031,2.06531316469486,1.24279224785183,140.484326340027
1987,6,9,8.4,0,0,0,0,14.6033333333333,28.0433333333333,273.121529968184,61.3896319146194,29.8,3.34832058709677,1.09320231012704,2.80467819948467,1.71147588935763,163.306252211173
1987,7,11,25.1,2,0,0,0,17.4806451612903,29.7129032258064,266.018895730081,64.8584393430865,82.7,3.01887193548387,1.09585367500387,3.15843670897909,2.06258303397522,165.638701240935
1987,8,12,69.6,5,2,1,0,15.2,25.5096774193548,206.987561021918,69.3951791212665,182,2.87700883870968,0.795210017541174,2.58466039904642,1.78945038150525,122.722563059367
1987,9,13,30.5,2,2,0,0,9.71666666666667,22.0766666666667,168.735956378165,62.848692592653,91.8,3.161411,0.737483738030628,1.981915041759,1.24443130372837,98.2510892183144
1987,10,9,9.7,0,0,0,0,0.206451612903226,12.4548387096774,108.290870019699,60.6912291158824,31.6,3.597275,0.430459872691427,1.08135791442847,0.65089804173704,62.3002194624976
1987,11,18,25.9,2,1,0,0,-0.0333333333333334,8.86666666666667,55.0646727892246,70.3454490497318,82.3,4.02529627204301,0.280298531827902,0.937089339095887,0.656790807267986,39.1243038718522
1987,12,14,22.1,3,0,0,0,-5.21612903225806,1.1741935483871,34.3044478012212,77.0150040716,103.9,3.83260190322581,0.120263247318537,0.56042862518379,0.440165377865254,20.573025538943
1988,1,9,25.7,1,1,0,0,-14.9677419354839,-5.34193548387097,57.1460200877665,63.9146396142742,46.3,3.94368593548387,0.109336826015136,0.361708253975408,0.252371427960272,19.7856863761948
1988,2,10,3.3,0,0,0,0,-13.3137931034483,-2.95172413793103,91.5385223337464,62.3033577531074,11.8,3.98207624137931,0.153426573949775,0.395441730248912,0.242015156299137,27.3339050643541
1988,3,8,19.6,1,0,0,0,-4.55806451612903,7.4,151.792445877884,60.1162208769108,30.6,4.19834551612903,0.320116913482178,0.774711841080779,0.454594927598601,61.258273518337
1988,4,11,16,2,0,0,0,0.503333333333333,15.03,201.433543538996,55.3572386612078,67.3,4.45368256666667,0.579291012700695,1.23165980356488,0.652368790864181,101.649781940455
1988,5,5,14.2,1,0,0,0,7.19032258064516,24.5193548387097,257.416376286209,50.1874287484503,23.4,3.81795593548387,1.05426725265085,2.11859910622263,1.06433185357178,162.018110671552
1988,6,3,47.5,1,1,0,0,12.1666666666667,29.4666666666667,274.792950152931,51.4643130987472,52.3,3.34301198709677,1.37407361221426,2.88397855259014,1.50990494037588,181.373513470203
1988,7,6,29.5,2,1,0,0,15.9,30.9193548387097,273.73388703384,57.8395860455576,62,3.00575816129032,1.35894526920768,3.21732627703794,1.85838100783026,181.823992220312
1988,8,9,28.4,3,1,0,0,17.0516129032258,30.1032258064516,213.867238943776,62.7885554182373,74.9,2.87056461290323,1.20154844596601,3.2489983589737,2.04744991300769,147.813884741819
1988,9,11,34.8,2,1,0,0,10.2466666666667,24.1866666666667,167.912025780194,59.087442397697,84.5,3.19405423333333,0.914936961532349,2.2054460575769,1.29050909604455,110.543020541566
1988,10,9,10.9,0,0,0,0,0.283870967741935,12.4935483870968,107.832444239695,60.6589649654134,40.6,3.60570206451613,0.435466638341738,1.1006613393147,0.665194700972962,62.4332507392339
1988,11,13,26.7,2,1,0,0,-0.623333333333333,8.19,53.7257543768193,70.4549335173723,91.1,4.03828837204301,0.272954829768125,0.870971378750222,0.598016548982097,38.6395697003772
